recipeID,Ingredients,Seasonings,Steps
7004139,2,12,18
7004140,2,6,7
7004141,8,4,12
7004142,2,7,14
7004143,2,2,5
7004144,2,1,5
7004146,4,2,5
7004147,6,6,6
7004148,4,3,14
7004149,1,3,12
7004150,1,1,6
7004151,1,10,17
7004152,3,1,8
7004153,3,4,10
7004155,1,5,12
7004156,4,1,10
7004157,3,2,12
7004158,1,2,8
7004159,2,3,5
7004160,2,1,3
7004161,4,2,13
7004162,2,5,6
7004163,3,3,9
7004165,2,5,8
7004168,6,9,30
7004170,1,4,15
7004171,3,2,11
7004172,1,5,5
7004173,1,2,5
7004174,5,5,12
7004175,4,4,10
7004176,2,2,5
7004177,2,7,12
7004178,2,4,8
7004179,3,2,12
7004180,4,6,8
7004181,2,3,5
7004182,3,5,8
7004183,1,8,6
7004184,3,2,5
7004185,1,10,10
7004186,3,3,8
7004187,2,2,3
7004188,1,3,8
7004189,1,8,9
7004190,1,4,6
7004192,4,2,5
7004193,1,6,4
7004194,2,9,3
7004195,2,4,12
7004196,1,7,11
7004197,2,1,4
7004198,2,8,5
7004199,2,6,5
7004200,2,1,4
7004201,2,9,5
7004202,3,7,9
7004203,2,5,9
7004205,2,8,6
7004206,2,12,19
7004212,2,3,10
7004213,2,1,8
7004214,2,10,7
7004215,2,2,9
7004216,1,5,9
7004217,2,2,8
7004218,4,4,6
7004219,1,5,9
7004220,2,2,5
7004221,1,6,14
7004222,4,1,17
7004223,1,6,9
7004224,4,2,10
7004225,2,9,6
7004226,2,7,5
7004227,8,1,17
7004230,1,2,4
7004231,3,4,8
7004233,2,8,6
7004234,2,8,8
7004235,3,6,14
7004237,2,12,9
7004238,1,14,14
7004240,4,6,12
7004241,3,5,3
7004242,2,5,7
7004243,1,2,6
7004246,1,11,5
7004248,2,1,7
7004251,6,3,15
7004255,3,5,12
7004258,3,3,11
7004260,3,4,13
7004261,3,1,9
7004262,3,5,6
7004263,3,2,11
7004264,3,2,9
7004265,3,6,5
7004266,5,2,11
7004267,5,5,10
7004268,3,4,5
7004269,2,7,10
7004270,2,4,8
7004271,5,4,21
7004272,1,9,5
7004273,2,12,12
7004274,2,3,8
7004275,3,11,14
7004276,3,3,10
7004277,3,3,3
7004278,5,1,16
7004280,1,4,6
7004282,2,5,7
7004283,2,3,13
7004284,3,1,12
7004285,1,7,7
7004286,3,3,3
7004287,1,9,9
7004288,2,11,8
7004289,3,3,9
7004290,1,2,4
7004291,2,1,5
7004294,2,1,5
7004296,2,10,12
7004297,2,6,16
7004298,2,5,7
7004300,1,8,7
7004301,5,3,9
7004302,3,5,8
7004303,2,5,7
7004304,1,6,8
7004305,2,5,5
7004306,6,3,10
7004307,2,4,11
7004308,3,4,10
7004309,2,5,6
7004310,1,2,6
7004311,4,7,15
7004313,3,2,5
7004314,4,4,11
7004315,4,4,12
7004317,3,1,5
7004318,3,9,12
7004319,1,4,8
7004320,1,3,6
7004321,3,4,10
7004322,1,11,10
7004323,1,3,6
7004324,1,2,7
7004325,1,8,7
7004326,1,5,6
7004327,1,3,7
7004332,1,10,7
7004334,6,6,16
7004336,6,4,14
7004339,1,3,5
7004342,2,3,6
7004343,1,6,8
7004346,2,8,12
7004347,2,6,9
7004350,3,6,7
7004351,1,5,6
7004352,4,5,7
7004353,2,12,14
7004354,3,4,16
7004355,4,5,22
7004356,5,3,11
7004357,4,4,8
7004358,2,2,5
7004359,1,7,9
7004360,10,6,19
7004361,2,5,6
7004362,3,4,7
7004363,3,3,13
7004364,7,1,15
7004365,3,10,7
7004366,6,1,12
7004367,5,6,17
7004368,4,8,10
7004369,1,11,8
7004371,3,1,6
7004372,5,1,6
7004373,2,5,8
7004374,3,1,9
7004375,1,9,4
7004376,2,3,16
7004377,3,7,6
7004378,2,4,7
7004379,4,7,7
7004380,5,7,16
7004381,2,4,10
7004382,1,1,5
7004383,8,1,6
7004384,3,2,4
7004385,3,1,7
7004386,1,6,15
7004388,1,2,7
7004389,4,4,4
7004390,4,6,10
7004391,1,9,7
7004392,2,4,5
7004393,9,9,25
7004394,2,5,9
7004395,1,5,18
7004397,1,2,9
7004398,1,5,8
7004401,3,1,18
7004402,1,10,12
7004403,1,10,12
7004406,1,8,6
7004407,1,4,6
7004408,1,9,11
7004409,4,9,17
7004410,5,4,18
7004411,2,5,10
7004412,5,6,10
7004413,4,12,12
7004414,2,1,10
7004415,6,1,15
7004420,8,1,14
7004421,4,2,12
7004422,2,1,5
7004423,5,4,14
7004424,5,11,6
7004425,1,10,7
7004427,4,11,6
7004428,2,4,6
7004429,6,3,6
7004430,2,3,12
7004431,7,7,16
7004432,2,9,8
7004433,3,3,12
7004434,2,7,9
7004435,4,4,15
7004436,2,1,7
7004437,3,1,13
7004438,2,3,18
7004439,2,3,6
7004440,6,1,11
7004441,2,8,6
7004442,2,3,8
7004443,2,6,5
7004444,3,9,9
7004445,2,10,10
7004446,7,6,25
7004447,3,12,10
7004449,2,4,7
7004450,4,4,12
7004451,3,2,7
7004452,3,2,5
7004453,6,9,10
7004454,3,3,14
7004455,1,8,10
7004456,2,6,9
7004457,1,7,6
7004458,1,2,10
7004459,5,4,16
7004460,4,1,9
7004461,2,5,11
7004462,3,4,14
7004463,1,5,17
7004464,2,2,9
7004465,4,1,22
7004466,1,3,7
7004467,4,7,8
7004468,4,2,9
7004469,2,4,7
7004470,1,5,11
7004471,3,6,12
7004472,1,12,13
7004474,11,2,15
7004475,3,3,8
7004476,8,7,7
7004477,5,1,15
7004478,1,12,6
7004479,2,1,7
7004480,2,8,8
7004481,3,4,7
7004482,9,2,7
7004483,2,1,7
7004486,2,1,10
7004487,6,5,27
7004491,2,5,4
7004492,6,3,6
7004494,2,5,10
7004497,1,2,10
7004498,3,3,8
7004500,2,7,18
7004501,6,1,14
7004502,6,6,14
7004504,1,6,6
7004505,3,8,11
7004506,2,6,8
7004507,2,1,6
7004509,3,3,16
7004510,3,1,9
7004511,4,1,4
7004513,5,4,12
7004514,2,6,10
7004516,4,3,13
7004517,3,6,16
7004518,2,8,16
7004520,3,2,12
7004521,1,3,12
7004523,3,8,6
7004524,5,4,15
7004526,2,1,8
7004527,2,9,9
7004528,2,7,9
7004529,1,10,18
7004530,2,5,10
7004531,1,9,8
7004532,1,4,7
7004534,7,1,11
7004535,6,3,9
7004536,1,1,5
7004537,1,7,7
7004538,1,8,7
7004539,4,2,12
7004540,5,2,11
7004541,5,5,7
7004542,1,9,10
7004543,4,5,9
7004544,3,1,8
7004545,2,5,11
7004546,4,4,13
7004549,4,9,11
7004551,6,3,13
7004552,2,5,11
7004553,3,5,7
7004554,7,1,8
7004555,2,10,10
7004557,3,3,13
7004558,2,10,9
7004559,6,6,18
7004561,3,6,8
7004563,1,5,5
7004564,1,10,6
7004566,1,1,6
7004567,5,2,13
7004568,3,6,4
7004570,8,6,16
7004571,6,2,25
7004573,2,5,9
7004574,2,7,10
7004575,1,8,6
7004576,3,9,17
7004577,1,4,6
7004579,4,2,6
7004580,1,11,7
7004581,5,2,12
7004582,2,3,6
7004583,1,5,11
7004584,2,2,8
7004585,2,2,5
7004587,2,4,11
7004588,3,6,20
7004589,3,4,6
7004590,1,6,6
7004591,5,3,12
7004595,2,4,7
7004596,1,9,9
7004597,2,7,11
7004599,3,2,7
7004600,2,2,6
7004601,3,3,9
7004606,1,2,18
7004607,3,9,9
7004608,2,7,12
7004609,2,6,10
7004610,5,4,12
7004611,3,6,11
7004612,1,7,7
7004613,3,7,10
7004614,3,6,10
7004616,4,2,8
7004618,2,5,7
7004619,1,12,11
7004620,4,8,5
7004621,1,9,9
7004622,3,9,23
7004623,1,6,7
7004624,1,10,13
7004625,2,7,7
7004626,2,8,5
7004627,2,2,7
7004629,4,3,6
7004630,2,5,10
7004631,2,2,12
7004632,2,9,10
7004633,2,1,12
7004635,3,2,8
7004637,3,7,7
7004638,2,1,7
7004640,4,5,26
7004641,1,1,12
7004644,2,4,9
7004645,2,6,9
7004647,2,4,20
7004648,1,5,12
7004649,1,3,5
7004650,3,1,21
7004651,3,2,4
7004652,3,3,7
7004653,1,2,9
7004654,2,3,8
7004656,3,9,24
7004657,6,5,9
7004659,2,2,5
7004660,5,2,16
7004662,3,6,5
7004663,2,3,6
7004664,4,10,29
7004665,4,5,9
7004667,1,12,12
7004668,2,7,11
7004669,3,1,6
7004670,3,1,8
7004671,4,11,18
7004672,1,5,7
7004673,1,4,6
7004674,1,3,11
7004675,2,4,7
7004676,4,2,9
7004677,1,1,8
7004678,1,6,11
7004679,3,2,13
7004680,2,9,8
7004681,3,9,10
7004682,1,3,14
7004683,2,6,14
7004684,2,2,12
7004685,1,3,11
7004686,3,4,12
7004687,3,4,11
7004688,7,3,18
7004689,3,2,4
7004690,4,3,15
7004691,2,2,7
7004692,2,11,9
7004693,1,5,12
7004694,3,5,9
7004695,3,2,14
7004696,1,1,8
7004697,1,4,16
7004698,2,4,11
7004699,4,11,19
7004701,1,5,8
7004702,4,2,17
7004704,2,5,13
7004706,3,2,9
7004707,1,4,6
7004709,1,3,7
7004710,1,5,11
7004711,5,5,13
7004713,1,5,12
7004714,2,4,14
7004716,2,6,4
7004719,1,1,8
7004720,2,3,7
7004723,1,2,4
7004724,1,3,4
7004725,3,4,7
7004726,1,1,4
7004727,2,2,4
7004728,3,5,10
7004729,2,1,4
7004730,2,2,4
7004731,3,1,4
7004733,2,3,7
7004734,1,3,4
7004735,1,6,7
7004736,3,2,12
7004737,1,5,5
7004738,1,5,8
7004739,6,2,9
7004740,4,1,8
7004741,3,11,9
7004743,2,1,8
7004744,1,3,13
7004745,2,5,6
7004746,2,1,4
7004747,2,1,4
7004748,3,6,8
7004749,2,4,8
7004751,3,1,9
7004752,4,3,11
7004755,3,3,12
7004757,6,2,11
7004758,2,5,11
7004759,4,4,10
7004760,3,4,9
7004761,2,10,11
7004762,2,1,8
7004768,7,1,8
7004769,6,8,33
7004770,4,2,8
7004771,5,1,11
7004773,12,1,13
7004774,3,1,7
7004775,3,1,20
7004776,2,2,5
7004778,5,1,11
7004780,5,1,4
7004781,3,9,6
7004782,1,5,7
7004783,2,8,16
7004784,3,4,10
7004786,2,10,7
7004787,6,5,11
7004788,1,2,6
7004790,1,8,18
7004793,6,10,7
7004794,5,7,12
7004795,1,2,8
7004796,2,3,7
7004797,2,3,11
7004798,1,1,3
7004799,3,2,6
7004800,3,3,4
7004801,1,1,7
7004802,2,7,8
7004803,4,2,3
7004804,2,9,9
7004805,4,3,11
7004806,5,4,9
7004807,4,3,24
7004808,3,3,8
7004811,4,1,9
7004812,5,8,13
7004813,13,1,9
7004814,3,6,9
7004815,3,6,12
7004816,6,6,14
7004817,6,3,10
7004818,1,8,7
7004819,3,3,6
7004821,2,2,10
7004822,3,10,12
7004824,1,8,9
7004825,2,2,6
7004826,1,7,5
7004827,2,2,6
7004828,1,13,8
7004829,1,2,7
7004831,2,3,10
7004832,1,9,6
7004833,1,2,4
7004834,1,6,6
7004835,1,2,6
7004836,3,4,8
7004837,2,9,11
7004838,2,3,8
7004839,3,9,8
7004840,3,6,16
7004841,1,2,6
7004842,3,5,10
7004843,4,6,9
7004844,2,8,8
7004845,2,3,7
7004847,2,2,6
7004848,6,4,16
7004849,4,9,11
7004850,1,6,7
7004851,1,8,12
7004852,1,4,8
7004853,5,1,6
7004854,1,5,15
7004855,2,1,10
7004856,3,1,7
7004861,5,1,9
7004863,1,3,6
7004865,2,5,7
7004866,1,6,9
7004868,2,2,5
7004876,5,1,17
7004877,6,3,6
7004878,3,6,8
7004879,2,6,6
7004880,4,1,13
7004881,2,6,7
7004882,1,2,8
7004883,2,9,6
7004884,2,2,10
7004885,1,5,10
7004886,1,7,7
7004888,4,4,8
7004889,10,4,21
7004890,2,4,7
7004891,3,8,16
7004892,4,3,8
7004893,5,3,9
7004894,2,4,18
7004895,1,13,10
7004896,2,1,12
7004897,1,1,9
7004898,1,2,4
7004899,4,2,7
7004900,1,13,10
7004902,2,8,15
7004903,2,2,6
7004904,1,6,9
7004906,2,10,6
7004907,4,1,5
7004908,4,5,20
7004909,1,8,13
7004910,1,1,6
7004911,3,4,6
7004912,1,2,7
7004913,2,4,9
7004914,3,2,7
7004915,4,6,12
7004916,1,4,6
7004917,1,1,6
7004918,3,5,9
7004919,7,4,18
7004920,2,4,6
7004921,3,2,7
7004922,2,4,8
7004923,4,2,10
7004925,2,11,9
7004926,4,3,9
7004927,3,8,11
7004928,1,5,5
7004929,2,2,10
7004930,6,2,10
7004931,3,3,7
7004932,1,6,8
7004933,2,5,14
7004934,6,2,13
7004935,2,2,11
7004936,3,1,17
7004937,2,3,5
7004938,2,1,10
7004941,4,8,20
7004943,6,7,16
7004946,3,3,8
7004947,8,3,7
7004948,9,4,4
7004949,4,1,9
7004951,4,5,14
7004953,1,6,9
7004955,3,2,9
7004959,1,8,8
7004960,8,1,14
7004961,3,7,13
7004963,2,10,13
7004965,5,4,11
7004966,9,6,22
7004967,6,9,21
7004968,1,5,15
7004969,10,1,12
7004970,5,2,7
7004971,3,6,6
7004972,2,8,10
7004973,6,4,7
7004974,3,8,9
7004975,4,4,13
7004976,3,4,12
7004977,3,7,12
7004978,2,3,9
7004979,3,4,13
7004980,2,8,7
7004981,7,3,3
7004982,6,3,26
7004983,2,7,9
7004984,1,8,6
7004985,3,6,12
7004986,1,4,11
7004987,1,5,4
7004988,6,4,9
7004989,2,7,9
7004990,5,4,12
7004991,2,11,10
7004992,5,2,8
7004993,2,6,9
7004994,1,5,10
7004995,3,1,13
7004996,2,2,6
7004997,5,1,13
7004998,3,2,19
7004999,2,8,9
7005003,1,4,9
7005004,4,1,6
7005005,1,1,7
7005006,8,10,20
7005007,2,7,9
7005009,7,8,11
7005010,2,5,16
7005011,3,2,16
7005012,5,8,15
7005013,3,1,6
7005014,1,12,16
7005015,3,9,17
7005016,5,9,16
7005017,2,3,7
7005018,1,6,10
7005019,3,4,10
7005020,4,3,8
7005021,5,3,7
7005022,1,8,13
7005023,3,1,9
7005024,5,3,14
7005025,1,4,9
7005026,4,10,20
7005027,2,3,6
7005028,1,12,8
7005029,4,2,20
7005030,1,2,8
7005031,5,7,9
7005032,2,10,10
7005033,2,4,14
7005036,4,7,17
7005037,1,6,9
7005038,5,5,12
7005039,2,5,8
7005040,3,6,11
7005041,2,2,8
7005042,2,1,5
7005043,3,3,7
7005044,3,3,6
7005045,3,3,9
7005046,2,5,7
7005047,3,2,5
7005049,2,7,11
7005050,1,7,10
7005051,3,9,12
7005052,2,7,12
7005053,4,2,10
7005054,3,1,7
7005055,2,1,5
7005056,5,2,9
7005057,2,1,9
7005058,3,6,9
7005059,3,6,4
7005060,4,8,8
7005061,1,1,7
7005064,4,3,4
7005065,2,4,5
7005066,3,3,7
7005067,2,3,5
7005068,2,1,4
7005069,3,3,4
7005070,2,1,7
7005071,2,3,4
7005072,3,3,4
7005073,2,2,4
7005074,2,2,4
7005075,3,3,4
7005076,2,3,4
7005077,3,1,4
7005078,4,2,4
7005079,4,1,9
7005080,2,8,9
7005081,1,2,5
7005082,4,2,6
7005083,3,1,16
7005084,4,5,12
7005086,3,4,6
7005087,6,1,5
7005088,1,1,4
7005089,2,8,7
7005090,1,2,8
7005091,2,3,12
7005092,1,10,11
7005093,2,8,6
7005094,2,7,10
7005095,2,3,6
7005096,1,1,6
7005097,2,6,5
7005100,4,7,13
7005101,4,10,20
7005102,3,14,17
7005103,9,2,6
7005104,1,1,5
7005105,2,9,13
7005106,2,3,4
7005107,1,2,4
7005109,4,1,4
7005110,2,3,8
7005111,1,8,12
7005112,2,1,4
7005113,2,2,4
7005114,1,3,4
7005116,1,3,4
7005117,3,7,12
7005118,3,4,4
7005119,3,2,4
7005120,1,3,4
7005121,1,2,4
7005122,3,2,4
7005124,1,3,4
7005125,5,1,11
7005127,3,3,8
7005128,3,9,15
7005129,3,2,4
7005130,3,2,4
7005131,2,1,4
7005132,2,2,4
7005133,1,3,6
7005134,1,14,11
7005135,7,2,15
7005136,2,6,10
7005137,2,7,9
7005138,2,5,8
7005139,2,7,6
7005141,3,2,5
7005142,1,3,5
7005143,2,2,8
7005144,3,1,24
7005146,1,5,11
7005147,5,2,8
7005151,3,6,7
7005152,3,3,10
7005153,1,5,7
7005154,1,7,10
7005155,2,4,6
7005156,2,7,8
7005157,1,3,8
7005159,1,8,8
7005162,3,6,16
7005163,3,6,5
7005164,1,4,13
7005165,2,9,8
7005166,2,7,8
7005167,2,4,9
7005168,2,2,8
7005169,6,6,4
7005171,5,4,4
7005172,1,2,3
7005173,2,5,9
7005174,4,3,16
7005176,2,3,21
7005177,2,8,9
7005178,1,2,7
7005180,2,4,7
7005182,3,2,10
7005183,2,1,4
7005184,5,9,16
7005185,5,1,19
7005186,6,13,13
7005187,3,2,4
7005188,1,2,4
7005189,3,2,4
7005190,1,1,4
7005191,1,2,4
7005192,2,2,4
7005193,2,2,4
7005194,1,1,4
7005196,2,1,4
7005197,2,1,4
7005198,1,5,5
7005199,2,9,6
7005200,2,3,4
7005201,2,1,4
7005203,2,3,4
7005204,2,3,4
7005205,6,2,14
7005206,3,4,6
7005207,7,2,11
7005208,4,2,8
7005209,3,3,7
7005210,5,4,11
7005211,1,6,6
7005212,2,1,7
7005213,2,1,5
7005214,4,3,7
7005215,3,3,6
7005216,2,5,8
7005217,3,3,7
7005218,3,2,5
7005220,6,4,10
7005222,3,6,6
7005223,4,3,15
7005224,1,3,5
7005225,6,2,16
7005227,4,5,11
7005230,3,1,6
7005231,4,4,16
7005232,3,7,8
7005233,8,6,12
7005234,2,2,4
7005236,1,6,8
7005237,1,4,8
7005238,1,2,4
7005240,3,2,4
7005241,2,5,11
7005242,1,1,4
7005243,3,2,6
7005244,3,1,13
7005245,1,4,4
7005246,3,3,4
7005247,2,4,5
7005248,3,3,4
7005249,1,3,4
7005250,3,4,5
7005251,2,3,4
7005252,2,2,16
7005253,2,4,7
7005254,2,9,8
7005255,6,3,3
7005256,2,4,6
7005260,5,1,14
7005261,2,8,21
7005263,3,7,15
7005264,4,9,15
7005265,3,5,5
7005266,3,7,8
7005267,2,4,7
7005268,4,5,3
7005269,2,2,7
7005271,2,7,8
7005272,3,7,11
7005273,2,1,3
7005275,4,5,16
7005276,4,3,3
7005277,4,4,9
7005278,17,1,12
7005279,2,1,9
7005280,5,5,8
7005281,4,2,8
7005282,4,4,13
7005284,2,3,3
7005285,2,10,8
7005286,4,1,11
7005287,2,3,11
7005288,4,7,12
7005290,9,5,14
7005291,1,3,4
7005292,1,3,4
7005293,2,3,4
7005294,2,4,4
7005295,3,2,14
7005296,3,3,4
7005297,1,3,4
7005298,2,1,9
7005299,2,3,4
7005300,2,4,4
7005301,2,3,4
7005302,2,3,4
7005303,1,2,4
7005304,2,3,4
7005305,1,4,4
7005306,1,3,4
7005307,1,3,4
7005308,3,13,11
7005309,1,13,6
7005310,7,1,16
7005311,3,2,13
7005312,1,3,4
7005313,3,3,5
7005314,2,3,4
7005315,1,2,4
7005316,2,3,4
7005317,1,1,8
7005318,1,1,4
7005319,1,4,4
7005320,1,3,4
7005321,3,4,6
7005322,2,1,7
7005324,4,4,18
7005325,3,8,8
7005326,1,1,7
7005328,3,4,9
7005329,4,8,10
7005330,2,4,8
7005331,4,4,9
7005332,4,11,19
7005334,4,9,15
7005336,6,2,11
7005339,3,3,9
7005340,4,9,18
7005341,2,3,3
7005342,5,3,8
7005343,3,3,8
7005345,1,3,4
7005346,1,3,4
7005347,3,2,8
7005348,2,8,7
7005349,1,1,4
7005350,1,12,10
7005351,1,4,4
7005352,1,4,4
7005353,2,2,7
7005354,2,11,9
7005355,3,3,4
7005357,1,1,4
7005358,3,2,4
7005359,2,1,4
7005360,1,4,9
7005361,1,5,8
7005362,2,1,8
7005363,3,1,7
7005364,5,2,9
7005365,1,1,6
7005367,3,3,9
7005368,2,4,12
7005369,3,3,15
7005370,3,5,11
7005371,1,1,7
7005372,6,4,14
7005373,1,2,3
7005374,2,5,9
7005375,1,1,5
7005376,3,1,5
7005379,4,3,7
7005382,2,5,6
7005383,3,3,8
7005385,2,5,9
7005386,2,7,7
7005388,4,6,14
7005389,1,4,10
7005390,2,3,8
7005393,2,2,8
7005394,1,6,9
7005395,3,4,7
7005396,1,9,8
7005397,1,5,8
7005399,3,5,8
7005400,3,5,8
7005401,2,2,7
7005402,2,1,5
7005403,2,10,9
7005404,2,4,8
7005405,2,4,6
7005406,3,7,12
7005407,3,6,9
7005408,4,6,9
7005409,4,1,7
7005410,3,6,8
7005411,3,3,7
7005412,3,1,8
7005413,3,6,9
7005414,2,8,7
7005415,3,6,7
7005416,3,4,4
7005417,15,3,19
7005418,2,4,7
7005419,1,13,6
7005420,6,6,10
7005421,5,9,18
7005422,2,1,6
7005423,4,4,7
7005424,3,5,7
7005426,3,3,3
7005427,2,3,3
7005429,5,3,17
7005430,2,5,9
7005431,2,4,7
7005432,2,4,9
7005433,3,3,5
7005434,2,1,8
7005435,2,1,6
7005436,3,7,12
7005437,2,3,4
7005438,2,3,4
7005439,1,3,4
7005441,3,2,18
7005442,3,2,8
7005443,1,4,4
7005444,2,3,4
7005447,3,3,4
7005448,2,2,4
7005450,2,4,4
7005452,5,1,8
7005453,1,7,7
7005454,1,2,4
7005455,1,1,8
7005457,3,10,8
7005458,2,7,6
7005459,1,2,6
7005461,3,2,5
7005462,2,11,15
7005463,3,1,4
7005464,5,3,8
7005465,2,1,11
7005466,1,3,9
7005469,3,4,7
7005470,6,1,9
7005472,3,3,8
7005473,2,3,4
7005474,2,1,5
7005475,3,3,4
7005476,2,3,4
7005477,4,4,11
7005479,1,3,4
7005480,2,4,5
7005482,2,1,9
7005484,2,3,4
7005485,1,3,8
7005488,2,3,4
7005489,2,2,8
7005490,2,3,7
7005492,1,3,4
7005494,2,3,4
7005495,1,3,6
7005496,2,5,8
7005497,1,8,4
7005498,2,3,4
7005499,3,1,8
7005500,1,3,6
7005501,1,1,5
7005502,2,2,5
7005503,2,3,4
7005505,3,2,8
7005507,2,3,4
7005508,1,3,5
7005509,1,1,4
7005510,1,4,4
7005511,5,2,9
7005512,5,2,12
7005513,2,3,15
7005514,3,4,12
7005515,3,2,10
7005516,2,3,6
7005517,1,4,7
7005518,2,2,6
7005519,2,3,7
7005520,3,3,8
7005521,3,1,10
7005522,1,3,4
7005525,1,1,6
7005526,3,7,5
7005527,3,6,14
7005529,2,2,7
7005530,5,5,9
7005531,2,6,9
7005532,4,5,20
7005533,2,2,5
7005534,3,3,5
7005535,1,4,7
7005536,3,2,6
7005537,1,4,6
7005538,1,6,8
7005539,1,5,4
7005540,1,8,8
7005541,1,1,5
7005543,2,6,6
7005544,3,1,9
7005545,7,1,12
7005547,5,4,8
7005548,3,5,13
7005551,1,12,8
7005552,4,13,9
7005553,1,2,6
7005554,2,13,5
7005555,2,3,6
7005557,4,1,12
7005558,3,2,12
7005559,3,2,4
7005561,4,2,9
7005562,1,13,11
7005563,1,9,7
7005564,5,2,12
7005565,6,7,16
7005566,3,3,8
7005567,1,3,5
7005568,3,3,6
7005569,3,4,8
7005570,1,3,5
7005571,4,3,7
7005572,1,8,7
7005573,2,5,3
7005577,2,1,6
7005578,3,3,9
7005583,5,8,16
7005584,7,2,14
7005585,4,2,12
7005588,3,9,10
7005589,2,4,9
7005590,3,10,11
7005591,5,2,10
7005592,2,7,6
7005594,2,1,5
7005595,2,7,11
7005596,4,1,12
7005597,1,3,4
7005598,1,5,6
7005599,1,4,4
7005600,3,4,4
7005601,1,4,4
7005602,1,4,4
7005603,1,6,4
7005604,2,1,9
7005605,2,4,4
7005606,3,2,4
