Recipe_id,totalNumOfStep,FileName,Step_num,Nper,Category_num,SubsetNum,ImgLink
7003993,14,7003993_4,4,0.333,7,2,https://res.hoto.cn/5b34eb060135db7c7ffdbcbe.jpg!default
7003994,12,7003994_11,11,0.923,2,3,https://res.hoto.cn/5b34b3bf0135db7c7ffdbbf0.jpg!default
7003994,12,7003994_11,11,0.923,10,3,https://res.hoto.cn/5b34b3bf0135db7c7ffdbbf0.jpg!default
7003994,12,7003994_3,3,0.308,19,2,https://res.hoto.cn/5b34b3b60135db7c7ffdbbe7.jpg!default
7003994,12,7003994_4,4,0.385,19,2,https://res.hoto.cn/5b34b3b70135db7c7ffdbbe8.jpg!default
7003995,5,7003995_0,0,0.167,17,1,https://res.hoto.cn/5b34b57d0135db7c7ffdbbf6.jpg!default
7003995,5,7003995_1,1,0.333,17,2,https://res.hoto.cn/5b34b57d0135db7c7ffdbbf7.jpg!default
7003995,5,7003995_2,2,0.5,2,2,https://res.hoto.cn/5b34b57d0135db7c7ffdbbf8.jpg!default
7003995,5,7003995_2,2,0.5,10,2,https://res.hoto.cn/5b34b57d0135db7c7ffdbbf8.jpg!default
7003995,5,7003995_2,2,0.5,17,2,https://res.hoto.cn/5b34b57d0135db7c7ffdbbf8.jpg!default
7003995,5,7003995_4,4,0.833,17,3,https://res.hoto.cn/5b34b5810135db7c7ffdbbfa.jpg!default
7003995,5,7003995_5,5,1.0,10,3,https://res.hoto.cn/5b34b4b80135db7c7ffdbbf1.jpg!default
7003995,5,7003995_5,5,1.0,17,3,https://res.hoto.cn/5b34b4b80135db7c7ffdbbf1.jpg!default
7003997,10,7003997_7,7,0.727,16,3,https://res.hoto.cn/5b34bf780135db7c7ffdbc1a.jpg!default
7003998,9,7003998_3,3,0.4,11,2,https://res.hoto.cn/5b34c2bd0135db7c7ffdbc32.jpg!default
7003998,9,7003998_3,3,0.4,14,2,https://res.hoto.cn/5b34c2bd0135db7c7ffdbc32.jpg!default
7003998,9,7003998_8,8,0.9,11,3,https://res.hoto.cn/5b34c2bd0135db7c7ffdbc37.jpg!default
7003998,9,7003998_9,9,1.0,14,3,https://res.hoto.cn/5b34c5fd0135db7c7ffdbc3b.jpg!default
7003999,19,7003999_0,0,0.05,5,1,https://res.hoto.cn/5b34c7ea0135db7c7ffdbc3f.jpg!default
7003999,19,7003999_10,10,0.55,5,2,https://res.hoto.cn/5b34c9620135db7c7ffdbc49.jpg!default
7003999,19,7003999_11,11,0.6,18,2,https://res.hoto.cn/5b34c9e20135db7c7ffdbc4f.jpg!default
7003999,19,7003999_13,13,0.7,18,3,https://res.hoto.cn/5b34ca2d0135db7c7ffdbc51.jpg!default
7003999,19,7003999_17,17,0.9,10,3,https://res.hoto.cn/5b34ca330135db7c7ffdbc55.jpg!default
7003999,19,7003999_19,19,1.0,7,3,https://res.hoto.cn/5b34c5ce0135db7c7ffdbc3a.jpg!default
7003999,19,7003999_3,3,0.2,10,1,https://res.hoto.cn/5b34c8050135db7c7ffdbc41.jpg!default
7003999,19,7003999_4,4,0.25,4,1,https://res.hoto.cn/5b34c82e0135db7c7ffdbc42.jpg!default
7003999,19,7003999_5,5,0.3,2,2,https://res.hoto.cn/5b34c7e40135db7c7ffdbc3e.jpg!default
7003999,19,7003999_6,6,0.35,7,2,https://res.hoto.cn/5b34c9240135db7c7ffdbc46.jpg!default
7004001,7,7004001_1,1,0.25,5,1,https://res.hoto.cn/5b34ce750135db7c7ffdbc60.jpg!default
7004001,7,7004001_3,3,0.5,18,2,https://res.hoto.cn/5b34ce770135db7c7ffdbc62.jpg!default
7004001,7,7004001_4,4,0.625,2,3,https://res.hoto.cn/5b34ce780135db7c7ffdbc63.jpg!default
7004001,7,7004001_5,5,0.75,5,3,https://res.hoto.cn/5b34ce7a0135db7c7ffdbc64.jpg!default
7004002,7,7004002_2,2,0.375,8,2,https://res.hoto.cn/5b34d1e70135db7c7ffdbc77.jpg!default
7004002,7,7004002_2,2,0.375,19,2,https://res.hoto.cn/5b34d1e70135db7c7ffdbc77.jpg!default
7004002,7,7004002_3,3,0.5,18,2,https://res.hoto.cn/5b34d1eb0135db7c7ffdbc78.jpg!default
7004004,6,7004004_2,2,0.429,8,2,https://res.hoto.cn/5b34d5ac0135db7c7ffdbc93.jpg!default
7004004,6,7004004_5,5,0.857,8,3,https://res.hoto.cn/5b34d5bd0135db7c7ffdbc96.jpg!default
7004004,6,7004004_6,6,1.0,8,3,https://res.hoto.cn/5b34d5c30135db7c7ffdbc97.jpg!default
7004006,8,7004006_3,3,0.444,2,2,https://res.hoto.cn/5b34dbeb0135db7c7ffdbcaf.jpg!default
7004006,8,7004006_5,5,0.667,2,3,https://res.hoto.cn/5b34dbeb0135db7c7ffdbcab.jpg!default
7004006,8,7004006_6,6,0.778,13,3,https://res.hoto.cn/5b34dbeb0135db7c7ffdbcad.jpg!default
7004006,8,7004006_6,6,0.778,17,3,https://res.hoto.cn/5b34dbeb0135db7c7ffdbcad.jpg!default
7004006,8,7004006_7,7,0.889,13,3,https://res.hoto.cn/5b34dccc0135db7c7ffdbcb0.jpg!default
7004006,8,7004006_8,8,1.0,10,3,https://res.hoto.cn/5b34dccc0135db7c7ffdbcb1.jpg!default
7004006,8,7004006_8,8,1.0,13,3,https://res.hoto.cn/5b34dccc0135db7c7ffdbcb1.jpg!default
7004007,8,7004007_0,0,0.111,10,1,https://res.hoto.cn/5b34eca60135db7c7ffdbcbf.jpg!default
7004007,8,7004007_1,1,0.222,1,1,https://res.hoto.cn/5b34ecb10135db7c7ffdbcc0.jpg!default
7004007,8,7004007_1,1,0.222,10,1,https://res.hoto.cn/5b34ecb10135db7c7ffdbcc0.jpg!default
7004007,8,7004007_1,1,0.222,18,1,https://res.hoto.cn/5b34ecb10135db7c7ffdbcc0.jpg!default
7004007,8,7004007_4,4,0.556,1,2,https://res.hoto.cn/5b34ecbb0135db7c7ffdbcc1.jpg!default
7004007,8,7004007_4,4,0.556,18,2,https://res.hoto.cn/5b34ecbb0135db7c7ffdbcc1.jpg!default
7004008,2,7004008_0,0,0.333,12,2,https://res.hoto.cn/5b34f0560135db7c7ffdbcd9.jpg!default
7004010,12,7004010_1,1,0.154,15,1,https://res.hoto.cn/5b34f6c00135db7c7ffdbcfc.jpg!default
7004010,12,7004010_8,8,0.692,18,3,https://res.hoto.cn/5b34f77a0135db7c7ffdbd0d.jpg!default
7004010,12,7004010_8,8,0.692,19,3,https://res.hoto.cn/5b34f77a0135db7c7ffdbd0d.jpg!default
7004012,2,7004012_1,1,0.667,18,3,https://res.hoto.cn/5b34f7440135db7c7ffdbd08.jpg!default
7004013,5,7004013_2,2,0.5,2,2,https://res.hoto.cn/5b34fa3c0135db7c7ffdbd24.jpg!default
7004013,5,7004013_2,2,0.5,10,2,https://res.hoto.cn/5b34fa3c0135db7c7ffdbd24.jpg!default
7004013,5,7004013_3,3,0.667,10,3,https://res.hoto.cn/5b34fa3e0135db7c7ffdbd25.jpg!default
7004013,5,7004013_5,5,1.0,10,3,https://res.hoto.cn/5b34fa430135db7c7ffdbd27.jpg!default
7004014,6,7004014_0,0,0.143,17,1,https://res.hoto.cn/5b34f5a20135db7c7ffdbcee.jpg!default
7004017,5,7004017_0,0,0.167,18,1,https://res.hoto.cn/5b34ff4b0135db7c7ffdbd51.jpg!default
7004018,9,7004018_2,2,0.3,20,2,https://res.hoto.cn/5b350ac60135db7c7ffdbd5a.jpg!default
7004018,9,7004018_3,3,0.4,20,2,https://res.hoto.cn/5b350ac70135db7c7ffdbd5b.jpg!default
7004019,20,7004019_10,10,0.524,17,2,https://res.hoto.cn/5b350c560135db7c7ffdbd70.jpg!default
7004019,20,7004019_3,3,0.19,8,1,https://res.hoto.cn/5b350c510135db7c7ffdbd69.jpg!default
7004019,20,7004019_4,4,0.238,8,1,https://res.hoto.cn/5b350c510135db7c7ffdbd6a.jpg!default
7004019,20,7004019_4,4,0.238,19,1,https://res.hoto.cn/5b350c510135db7c7ffdbd6a.jpg!default
7004019,20,7004019_7,7,0.381,19,2,https://res.hoto.cn/5b350c530135db7c7ffdbd6d.jpg!default
7004019,20,7004019_8,8,0.429,8,2,https://res.hoto.cn/5b350c540135db7c7ffdbd6e.jpg!default
7004020,2,7004020_0,0,0.333,2,2,https://res.hoto.cn/5b3553140135db7c7ffdbd7a.jpg!default
7004020,2,7004020_0,0,0.333,10,2,https://res.hoto.cn/5b3553140135db7c7ffdbd7a.jpg!default
7004022,8,7004022_0,0,0.111,2,1,https://res.hoto.cn/5b355b060135db7c7ffdbd93.jpg!default
7004022,8,7004022_3,3,0.444,2,2,https://res.hoto.cn/5b355b060135db7c7ffdbd94.jpg!default
7004024,7,7004024_3,3,0.5,2,2,https://res.hoto.cn/5b357ee40135db7c7ffdbdb9.jpg!default
7004024,7,7004024_3,3,0.5,10,2,https://res.hoto.cn/5b357ee40135db7c7ffdbdb9.jpg!default
7004024,7,7004024_4,4,0.625,2,3,https://res.hoto.cn/5b357ee50135db7c7ffdbdbb.jpg!default
7004024,7,7004024_4,4,0.625,10,3,https://res.hoto.cn/5b357ee50135db7c7ffdbdbb.jpg!default
7004025,8,7004025_5,5,0.667,16,3,https://res.hoto.cn/5b3581ec0135db7c7ffdbdc8.jpg!default
7004026,5,7004026_2,2,0.5,9,2,https://res.hoto.cn/5b3584ef0135db7c7ffdbdd6.jpg!default
7004026,5,7004026_3,3,0.667,9,3,https://res.hoto.cn/5b3585000135db7c7ffdbdd7.jpg!default
7004033,22,7004033_1,1,0.087,2,1,https://res.hoto.cn/5b359b250135db7c7ffdbe1b.jpg!default
7004033,22,7004033_1,1,0.087,10,1,https://res.hoto.cn/5b359b250135db7c7ffdbe1b.jpg!default
7004033,22,7004033_13,13,0.609,17,3,https://res.hoto.cn/5b359b3c0135db7c7ffdbe27.jpg!default
7004033,22,7004033_6,6,0.304,2,2,https://res.hoto.cn/5b359b2f0135db7c7ffdbe20.jpg!default
7004037,11,7004037_11,11,1.0,17,3,https://res.hoto.cn/5b35ab400135db7c7ffdbe6e.jpg!default
7004037,11,7004037_4,4,0.417,10,2,https://res.hoto.cn/5b35aaf80135db7c7ffdbe66.jpg!default
7004037,11,7004037_6,6,0.583,18,2,https://res.hoto.cn/5b35ab040135db7c7ffdbe68.jpg!default
7004037,11,7004037_9,9,0.833,18,3,https://res.hoto.cn/5b35ab290135db7c7ffdbe6c.jpg!default
7004039,6,7004039_0,0,0.143,18,1,https://res.hoto.cn/5b35ae890135db7c7ffdbe8b.jpg!default
7004039,6,7004039_4,4,0.714,18,3,https://res.hoto.cn/5b35aedc0135db7c7ffdbe90.jpg!default
7004040,20,7004040_1,1,0.095,8,1,https://res.hoto.cn/5b35ad3d0135db7c7ffdbe77.jpg!default
7004040,20,7004040_4,4,0.238,10,1,https://res.hoto.cn/5b35ad3f0135db7c7ffdbe7b.jpg!default
